title,genres,year
Wild Talk [Live],Love|Classic|HeavyMetal,1997
Your Chance To Rock,Jazz|Hate|Folk|Rock,1997
You Are!,Love|Jazz|Classic|Romance,1997
Assface,Folk|Base|Classic|Romance,1997
I'm Real,Classic|Bass|Romance|War,2001
Seasick,Classic|Romance,1997
Perfect Moment,Love|Art|Classic|Rap-Comb|HeavyMetal,2002
Nom' Mayi,Jazz|Hate|Rock,1997
SueA+ o Salvaje,Classic|Romance,1997
Say A Little Prayer,Classic|Romance,1997
Clavelitos,Solo|HeavyMetal,1997
He That Dwelleth  Psalm 91   In My Dreams Album Version ,Classic|Solo|Bass|HeavyMetal,1997
Unholy Outburst #3,Folk,2005
You Better Look Out,Classic,1997
In John Fahey There Is No East or West  feat  John Doan ,Classic,1997
Nu Ren Ben Se,Solo,1997
In Progress  Original Mix ,Bass|HeavyMetal,2009
Big John's A Blowin',Classic,1997
Papi Chulo  Extended Mix ,Rock|Solo,1997
Soldiers At War feat  Kon Juan_ Big Scoob_ Short Nutty_ L V ,Solo|Bass,1997
Harder To Breathe,Classic|Bass|Rap-Comb|HeavyMetal,2002
From Tense To Loose To Slack,Hate|Folk|Base|Classic|Rock,1997
Disco Jonki,Love|Solo|Rap-Comb|War,1998
Electron libre,Love|HeavyMetal,1997
Five For Ellis,Love|Base|Classic|HeavyMetal,1997
Padam padam,Classic,1997
Campeones De La Vida,Folk|Classic|Romance,1997
Cold Shot,Classic,1985
Simple Lullaby  Do Maj ,Love|Jazz|Classic|War,1997
Cendrier,Documentary|Classic,1997
Any Way You Want Me To,Classic|HeavyMetal,1997
Playing In The Dirt,Classic|HeavyMetal,1997
Firepower  The Tables Have to Turn   Explicit   Feat  Capleton ,Folk|Classic|Romance,2006
Stop The World And Let Me Off,Documentary,1997
Thank You,Classic,1997
Its Cool,Base|Classic|HeavyMetal,1997
Nastaran,Classic,1997
Voyagers   Improvisation 12,Love|Jazz,1997
Chega De Sausade,Classic|HeavyMetal,1997
Tumba Randy,Classic|Solo|Bass|HeavyMetal,2004
La Traviata   highlights  1990 Digital Remaster : Ah_ non piA1  Alfredo Violetta ,Documentary,1997
This Is A Gang,Documentary,1992
Purple Pygmies,Love|Jazz|Classic|HeavyMetal,1998
GAPzlerinde HA1 4zA1 4n,Classic,1997
Mathilda,Love|Classic|War,1997
Hey Joe,Documentary,1993
Ai Ji Mei Gui 1000 Da,Documentary,1997
Nudez,Documentary,1997
Lazy Day,Documentary,1997
My God   Audio Adrenaline Album Version ,Folk|Documentary|Classic,1992
Green And Blue,Art|Classic|Bass|Rap-Comb|HeavyMetal,1997
The Possibilities of Loving You,Love|Classic|Rock|Rap-Comb,1991
Antes  Salsa Version ,Documentary,2003
Puritania,Classic,2001
Sans ton amour,Folk|Base|Classic|Solo|Bass,1997
I Am The Curse  Duties Demo ,Classic|War,1997
Tropical Nights,Jazz|Hate|Folk|Rock|IMAX,1997
Pound a Weed,Classic|Romance,1997
baby Wayo,Jazz|Folk|Rock,1997
San Agustin,Classic,1997
Popovic,Classic|Musical|Romance,2006
This World Is Not My Home,Classic|Musical,1997
Boom Shack A Lack  12  Mmix   Bonus Tra ,Classic,1998
I've Got You Under My Skin,Folk|Classic,1960
The Ram And The Scorpio,Folk,1977
Tango de la Flor  Album Version ,Base|Classic|HeavyMetal,1997
Everybody's boppin',Classic,1997
We Are One Light,Classic,1997
Ode To Billie Joe   Live   Fillmore West ,Folk|Rock,2007
I'm Only Out For One Thang  Explicit   Feat  Flavor Flav ,Classic,1997
Michael & His Slipper Tree '93,Art|Documentary,1997
Swan Lake,Classic|Solo|Bass|Rap-Comb|HeavyMetal,1997
LAIVAMATKA WC:SSA,Folk|Classic|Romance,1997
I'm Not Afraid When I'm With You,Folk|Classic,1997
Mighty Army Band,Folk,1997
Swinging On A Star,Hate|Classic,1990
You Got Me  The Juan Maclean Dub ,Classic|Romance,2006
Hey Joe,Folk|HeavyMetal,1993
Circle Round The Moon,Folk|Romance,1990
A Fistful Of Dollars  1994 Digital Remaster ,Base|Classic,1997
Essa Marie,Love|Base|Classic,1997
Playboy Foundation,Folk|Classic,1997
Follow Me Up To Carlow,Classic|War,1973
Lies,Folk|Base,2005
In My Bed,Art|Rock|Rap-Comb|War,2003
Boomerang  Reprise ,Folk|Classic,2002
Hispaniola A,Love|Art|Rock|Rap-Comb,1997
Down On My Knees,Art|Hate|Musical,2006
The Imperial March from The Empire Strikes Back,Love|Jazz|Base|Classic,1997
Mr Big Man,Hate|Folk,1997
Morning Glow,Classic,1973
The Wedding Samba,Classic,1997
Supreme Girl,Folk|Musical,2006
Matilda Mother  Stereo   2007 Remaster ,Base|Classic,1967
Slavinka,Base|Classic|Bass|HeavyMetal,2002
Caro!  Colline Rodolfo Schaunard Hate Townspeople Musetta   1998 Digital Remaster ,Love|Jazz|Folk|Base|Romance|HeavyMetal,1997
El Greco: Movement III,Classic|War,1998
Youth Club Dance  Demo ,Love|Base|Classic|HeavyMetal,1997
Party,Hate|Folk,2002
Baila Girl_ Todo Hombre Llorando Por Ti,Love|Solo|Rap-Comb|HeavyMetal,2003
Little Latin Lupe Lu,Solo|Bass|HeavyMetal,1975
Rain Down On Me,Classic|Solo|Bass|HeavyMetal,2001
You'll Know Where Your Plane Is     Part 4 ,Folk|Romance,1997
Pi Jiu Pao Pao  Beer Bubbles ,Classic,1997
Stinky Breath,Classic,1997
African Typic Collection,Folk|Classic,1989
Down the Line,Classic,1979
La maison ou j'ai grandi,Base|Film,1997
Tired Of You Clowning,Love|Jazz|Rap-Comb,1997
Anywhere Anytime,Base|Classic|HeavyMetal,2008
Hallelujah [Club Mix   Remastered version],Classic,1997
No Te Apartes De Mi,Love|Jazz|Classic|Romance|War,1997
Corcovado,Jazz|Rock|Romance,1964
Red Socks Pugie,Love|Art|Classic|Rap-Comb,2008
War Of The Worlds,Love|Folk|Romance,1997
Ain't No Sunshine,Folk|Romance,1972
I Want You  Album Version ,Folk,2005
Sarah Palin {I Wanna Lay Pipe} [Remix],Folk|Musical|Romance,1997
Going Back To Memphis,Love|Rock|Solo|HeavyMetal,2001
Bumbo Red,Jazz|Hate|Folk|Rock,1997
Cleo's Mood,Hate|Folk|Classic,2007
Test 72,Classic|War,1997
Deportees,Bass|HeavyMetal,1997
Irish Medley   Jigs,Love|Rock|Solo|Bass|Rap-Comb|HeavyMetal,1997
Why Should I Cry For You,Folk,2005
Bang! Bang!,Love|Folk,2008
It's Different   Original,Love|Folk,1997
Kickstart My Heart  Album Version ,Classic|Romance,2006
You Beat The Hell Outta Me,Folk|Solo,1977
Oye,Jazz|Folk|Base|Classic|Bass|HeavyMetal,2005
Parola di faliero,Love|Jazz|Folk,1997
Climax,Jazz|Folk|Romance,1997
Menuet in the Name of Haydn,Folk|Base|Classic|Bass,1997
Las Hermanas Granaditas,Classic|War,1997
MikA ? mun pA ?A ?ssA ? nykii,Folk|Classic|Romance,1997
Dans cette nuit j'ai envie de me perdre,Solo|HeavyMetal,1997
I Applaud You   LP Version ,Love|Folk,1997
Can't Find My Sadie,Folk|Base|Musical,1997
Sweet Little Sixteen,Documentary|War,1997
Midnight,Love|Base|Classic|HeavyMetal,1997
Dame Tu Carino,Jazz|Rap-Comb|IMAX,1997
Rain Keeps Falling Down,Classic,1997
Behind The Line Of Grace,Solo|Bass,1997
Love Alone,Folk,1997
Cuenta Conmigo,Classic,1997
We Played A Game,Folk,1997
Il rosso,Base|Classic|HeavyMetal,1997
Lonley,Solo|Bass|Rap-Comb|HeavyMetal,1997
Happy,Classic,1997
El Amor De Mi Vida,Love|Folk|Base,1997
Parasitic Twins,Hate|Folk|Classic,2010
Concerto in C major_ BWV 594  after Vivaldi Op 7 No 5   2007 Digital Remaster : I  1st Movement,Folk|Classic,1997
Te Fuiste En Abril,Classic,1997
Dream State,Jazz|Folk|Base,1997
It Ain't A Problem,Folk|Romance,1997
Yellow Brick Road,Love|Folk,1994
Albo,Documentary,2007
Where Does Rosie Go?,Jazz|Folk|Documentary,2003
Ihr hated nur  P Dog Remix ,Base|Classic|Film,1997
Fuckaz,Love|Classic,2008
Kyotronics,Folk|Base|Classic|Western,1997
Y'a d'l'abus,Love|Folk,1997
Rock Tha Party,Folk,2004
A Puro Dolor,Art|Folk|Classic|Rock,1997
Castle of KoFW,Love|Folk|Base|Classic,2006
The Phantom Of The Opera Wishing You Were Somehow Here Again,Folk|Base|Classic,1994
Vine Pa'echar Candela,Love|Jazz,1997
Peace With Myself,Jazz|Classic|War|Western,1997
When Love Dies,Art|Rock|Rap-Comb|HeavyMetal,1991
Politrix,Documentary,2006
Soca Mi Nice,Classic,1997
Never Know What You Can Do  Give It A Try    Original,Love|Base|Film|Bass|HeavyMetal,1997
Poema do semba,Folk,1997
Everything I Do from Robin Hood,Love|Jazz|Folk,1997
Carol Of The Bells  Instramental Featuring The Budapest Pops Orchestra ,Folk|Romance,1997
Train Buffer,Classic,2002
Going Under,Folk|Musical|Romance,1981
Skit,Love|Base,1997
Shadows,Classic|War,1997
Tables Turn,Art|Classic,1997
Heal  The Separation  [PM Dawn Alt  Lead Mix],Folk,1996
La petite boite en fer,Folk,1997
Rock The House  Explicit ,Classic|Bass|HeavyMetal,2001
Carol of the Bells  Album Version ,Classic|Solo|HeavyMetal,1997
The Invasion  Aka Black Wa Da Da ,Classic,1997
Jesus_ Lover Of My Soul  Bonus Stereo Trax ,Classic|Romance,1997
Motivator,Folk|Romance,2003
IV,Folk,2002
East West,Classic|War,1997
Gallows  Album Version ,Love|Jazz|Rock|Rap-Comb,2009
Ay Nare Nare,Classic|War,1997
Breath Of Fresh Air,Classic|Solo|HeavyMetal,2002
You Know How I Do [Live From Bamboozle],Folk|Rock|Romance,1997
La chanson des genAats,Jazz|Folk|Rap-Comb,1997
Destiny,Solo|HeavyMetal,1997
La Nuit,Art|Folk|Rap-Comb,1997
Io Vivo,Classic|War,1997
CafA c  Sarajevo,Folk|Western,1997
She Left Me A Mule ,Love|Base|Classic,1999
Fanfara,Jazz|Folk|Classic,1997
To Go Home,Folk|Classic|Romance,1982
Get 'em,Folk|Base,1997
High Horse,Documentary,2007
Calm Down Dad,Love|Base|HeavyMetal,1997
Dragonfly,Love|Classic|Romance|War,1997
Romanza,Solo|HeavyMetal,1997
Tu Vuo_ Fa_ L_ Americano,Base|Classic,1997
September Song,Classic|Bass,1997
Tu Quieres Volver,Folk|Romance,1987
Intro Whatcha Gonna Do about It,Classic|Bass|Romance|HeavyMetal,1997
Stop That Thing,Classic|Musical|Romance,1935
Duh Duh Da,Art|Rock|Solo,1997
Drumroll  We're All Thirsty ,Classic|Romance,1997
Intro,Folk|Musical,1998
Bodyfly  Dynamix original version ,Classic,1997
Brampton To Roadhead,Documentary,1997
Bigbigkiss,Love|Base|Classic|HeavyMetal,2000
Cable,Love|Jazz|Rap-Comb,1997
Walking To Jerusalem,Folk,1996
Q1 1 Edit,Folk|Romance,1995
Youre nobody till somebody loves you,Jazz|Classic,1997
She Don't Belong To You,Folk,1998
Here You Come Again  LP Version ,Jazz|Hate|Folk,1997
Blowin' In the Wind,Jazz|Folk,2009
Let It All Go,Hate|Documentary,1997
Hummingbird,Solo|HeavyMetal,1988
Departure   End Title  Love Theme From Night Of Dark Shadows ,Folk|Classic,1997
Brother Can You Spare A Dime  Album Version ,Folk|Classic|Romance,1997
This Is For My Bitches,Classic|Romance,2009
The Sound Of Music   [High Wycombe Town Hall Live 13 July 1979]  Sound Check ,Jazz|Folk|Classic,1997
Pete's Crusade  12  Version   2006 Digital Remaster ,Love|Folk|Classic,1997
Canon In D Major  J  Pachelbel ,Documentary,1997
Friends Of All Races,Love|Jazz|Folk|Romance,1997
non existent track  part one:  why don't you fuckin' remember anything ?  ,Love|Jazz|Hate|Rock,2001
Love Shines Through   Dream Album Version ,Solo|HeavyMetal,1997
Suck My Blood,Folk|Classic|Musical,2009
Jane 5,Folk,1997
White Jetta,Classic|Romance,2009
Need To Shout,Love|Base|IMAX,2005
Fall Line,Love|Jazz|Rock|Rap-Comb,2003
Sista,Folk|Classic|Romance,2001
Own Me,Folk|Classic,2004
Someday  I Will Understand ,Jazz|Folk|Romance,2005
Me vuelves loco,Love|Solo|HeavyMetal,1997
Morghe Eshgh,Folk|Rock|Romance,1997
Don't It  make Your Troubles Seem Small   Album Version ,Documentary,1986
Das ist mein Viertel,Folk|Classic,1997
The Other Side Of That Hill,Folk|Base|HeavyMetal,1997
Watch The Sunrise [Live at Lafayette's Music Room_ Memphis_ TN_ January 1973],Solo,1997
Elementro,Folk|Base|Classic|Romance,2003
Kangaroo Blues,Folk,1997
Tem Do de Mim  Live At El Matador_ San Francisco ,Folk|Musical,1997
Arise_ My Love  Song Of Solomon ,Love|Jazz|Rap-Comb|HeavyMetal,1997
Salvation,Documentary,2004
In Fate's Hands  Album Version ,Folk,2006
Shame,Classic|Solo|HeavyMetal,2007
Listen,Classic,1997
Till There Was You  John Creamer & Stephane K Remix ,Love|Jazz|Rap-Comb,2005
Two Guitars Shuffle  take 1 ,Documentary,1997
I Love No One But You,Folk|Romance,1991
What If I Forget The Champagne,Folk|Classic,1998
A histA3ria do incAandio do jequitibA! de Carangola  Part 1 ,Base|Classic,1997
Meteor Of War  Album Version ,Love|Solo|Rap-Comb,1997
Nobody In Mind,Folk,1997
Your Love  Got a Hold of Me  instrumental,Love|Rap-Comb|HeavyMetal,1997
Kaloobafak [I'm Confessin'  That I Love You ]  LP Version ,Hate|Folk,1997
Wo You Jin Ri,Love|Base|Solo,1997
All Is One,Classic,1998
Run A Mile,Classic|Bass,2006
Cranford: Deborah's Vigil,Love|Jazz|Hate|Folk,1997
Dragonfly,Love|Jazz|Rap-Comb|HeavyMetal,1998
Oh No,Folk|Documentary,1984
Levallois Monte Carlo,Love|Jazz|Classic|HeavyMetal,1997
Question Authority,Love|Jazz|Rap-Comb,1982
Loup Garou,Folk|Classic,1996
The Taking Of Angelique,Love|Folk|Base|Classic,1997
So Many Reasons,Classic,2004
Anyone Who Had A Heart,Love|Jazz|Folk,2003
Xin Bu Liao Qing,Folk|Classic,1997
Fortunate Fool,Folk|Classic,2000
Trade It All PT2   Early Fade Amended Version  Bonus Track   featuring P  Diddy & Jagged Edge ,Folk,2003
I'll Be Glad,Classic|Solo|Bass|HeavyMetal,2005
Wings Off Flies  2009 Digital Remaster ,Love|Base|Classic,1997
Nothing Matters Anymore,Love|Classic|War,2009
Working On The Highway,Folk|Classic,1984
The Pig,Documentary,2008
Gaya's Dream,Folk,1997
Maracaia,Love|Base|Classic|HeavyMetal,2006
Chu Hsin,Jazz|Classic,1997
Sommarens sista mAY=s,Art|Classic,2002
Ya Basta,Folk,1997
DEU470956112,Folk|Romance,1997
Wang Wang Blues,Solo|HeavyMetal,1997
Radio Jay,Classic|Bass|HeavyMetal,1997
There Are More Questions Than Answers,Jazz|Hate|Folk|Rock,1972
Suba,Folk|Classic|Rap-Comb,1997
Lebaran,Jazz|War,1997
Siri,Folk|Rock|Solo|HeavyMetal,1997
Trois NoA<<ls quA c bA cois  trad : Gabriel,Folk|Classic|Romance,1997
Cell  Album ,Love|Jazz|Solo|Bass|Rap-Comb|HeavyMetal,1997
Love Is All Around,Classic|HeavyMetal,1994
Through the Looking Glass  jazz ,Love|Base|HeavyMetal,2006
General Chariot Corp   LP Version ,Folk|Rock|Romance,1997
OrmhA ?xan,Classic,2007
She Don't Move Me No More,Love|Base|Classic|HeavyMetal|War,1995
Wish  Album Version ,Classic|Solo|Bass|HeavyMetal,2001
Markus sAY=ng,Folk|Classic,1997
Alma Mater,Folk|Classic,1995
Beauty And The Beast,Jazz|Folk,1997
Police Story,Love|Folk|Base|HeavyMetal,1981
Knock Knock,Love|Base|Classic,1997
The Lonesome Boatman,Folk|Musical|Western,1997
Never Alone,Documentary,1978
Washes Over Me,Love|Solo|Rap-Comb,1997
Junior Crehan's Favourite   Corney Is Coming,Base|Classic|HeavyMetal,1973
Dope Nose,Folk,2002
Bob Your Head,Love|Rap-Comb,1990
Love Lifted Me,Folk|Solo|Romance,1997
It Could All Get Blown Away,Classic,1992
Make it up,Love|Folk|Base,2005
Le Roi A Fait Battre Tambour,Rock|Bass|Romance|HeavyMetal,1997
Luo Cuo Che,Classic,1997
Jag Vet En Dejlig Rosa,Base|Classic|Solo|HeavyMetal,1997
Hannikaisen baari,Love|Classic|HeavyMetal,1997
Sloppy  I Saw My Baby Gettin' ,Art|Folk|Rock|Musical|Romance,1978
Reminissin',Base|Classic,1997
Caseta del Plater,Love|Base|Classic|HeavyMetal,1997
Cajun Honey  Cajun Lovin' Style ,Classic,1997
Play The Part,Classic,2010
Many Are We,Base|Classic,2006
Fading Lady Light,Folk|Classic|Romance,1997
The Croppy Boy,Love|Jazz|Base|HeavyMetal,2001
It's Good To Know Jesus,Jazz|Hate|Classic|Rock,2003
South Bound Water,Jazz|Hate|Folk,1997
Tripping Billies,Folk|Base|Bass|HeavyMetal,1993
Valerie,Love|Base|Classic,2007
O For a Thousand Tongues,Classic|Romance,1997
The Very Conscious,Classic|Romance,1997
November Has Come,Documentary,2005
Things You Do To Me,Love|Jazz|Classic|Rock,2000
It Ain't What It Seems,Documentary,1997
Given Up  Album Version ,Classic,2007
Back A Yard,Love|Solo|Rap-Comb|HeavyMetal,1979
I'mma Break It Down,Folk|Classic,1988
Ja Nun Hons Pris,Classic,2002
Je suis le passeur du printemps,Classic|Romance,1997
Chumpman Blues,Folk|Classic|Romance,1997
Bull Dog,Classic,1964
My M B  Thang,Base|Classic,1997
Como Nuestro Amor No Hay Dos,Hate|Classic,2008
Russian Doll,Base|Classic|Western,1997
I Can't Believe That You're In Love With Me  Digitally Remastered 95 ,Love|Solo|Bass|HeavyMetal,1997
Come Live With Me  12'' Extended Version   2006 Digital Remaster ,Folk|Classic|Romance,1983
Big Legged Woman,HeavyMetal,1998
ForrA3 Praieiro,Love|Jazz|Classic|Western,1997
Pick Me Up On Your Way Down   Original,Folk|Classic,1997
Schauet Her!,Solo|HeavyMetal,1983
Shenandoah,Folk|Classic|Romance,1967
Ich bleib so wie ich bin,Classic,2007
Beloki,Folk,1997
Brightess night,Jazz|Folk|Rock|Solo,1997
Dunn's Revenge,Classic,1997
My Own Way,Base|Classic|HeavyMetal,1997
Y O U   Album Version ,Love|Classic|War,1997
The Interrogation,Love|Jazz|Hate|Folk|Rap-Comb,1997
It's Four In The Morning,Base|HeavyMetal,1986
Joy to the World,Classic|War,1997
Cuatro Estrofas,Solo|Rap-Comb|HeavyMetal,1994
Le Chat du CafA c  des Artistes,Folk|Classic,2009
Background Music: The Greatest Ever Punk Sing Along!  Live ,Love|Classic,1997
Song Without End,Folk|Romance,2004
Show Me  Acoustic Version ,Classic|HeavyMetal,1997
Give It Up Or Let Me Go,Classic|HeavyMetal,1998
Climax  Instrumental Mix ,Solo|HeavyMetal,1997
BOMB SQUAD,Classic|Romance,1997
Supermassive Black Hole  Album Version ,Rap-Comb,1997
Theme From the Victors,Base|Solo|HeavyMetal,1997
Na Primeira ManhAPS,Jazz|Classic|Solo|HeavyMetal,1997
O T   Skit ,Jazz|Rock|HeavyMetal|IMAX,2004
Wildflower,Classic|Musical|Romance,2005
Change Your Mind,Classic|Musical|Romance,1997
Wartime Blues,Love|Jazz|Hate|Rock,1927
Only You,Classic,1997
La Fruta Bomba,Folk|Musical,2000
Dolores,Folk|Classic,1997
World Destruction  2005 Digital Remaster ,Love|Folk|Base|HeavyMetal,1997
Alma De Metal,Folk|Romance,1999
Beautiful Lies,Classic,1997
Danny's All Star Joint  LP Version ,Base|Solo|Bass|HeavyMetal,1979
From the Gardner Meditations: African Tarantella,Base|Classic|Romance,2006
Werther   Lyric Classic in four Acts Act III Toute mon AC me est lA ,Base|Classic|HeavyMetal|War,1997
Miesten tA ?hden,Jazz|Hate|Rock,1994
Song For Paul,Love|Jazz|Classic|Rock|HeavyMetal,2007
Girl Tonite  featuring Trey Songz    Explicit Chopped & Screwed Version ,Classic|Romance,2005
Thrill Me,Folk|Classic|Romance,1991
Covered  The Beauty Of Simplicity Album Version ,Base|Classic|Romance,1997
Charly  Trip Into Drum And Bass Version   Remastered ,Love|Classic,1997
I'd Rather Have Jesus,Folk|Classic,1965
Toby,Folk|Classic|HeavyMetal,1974
Yearning Just For You,Documentary,1997
CanciA3n De TAteres,Folk|Classic|Romance,1997
Don't Know How To Be,Folk|War,1995
Merry Go Runaround,Jazz|Base|Classic,2003
Sincerely,Love|Base|Classic|HeavyMetal,1997
Althea Cooley,Folk|Musical,1997
I'm Back,Jazz|Folk|Classic,2000
ONE WAY LOVE,Folk|Classic|Romance,1997
Devil's Daughter,Jazz|Folk,1988
Tabernacle Song,Folk|Base,2009
Anfang Vom Ende,Folk,2003
Forgive Me  High Key Premiere Performance Plus ,Love|Jazz|Folk|Classic|Romance,1997
I'll Pray For You,Folk|Classic,1997
El Mar No Cesa  Live ,Classic|HeavyMetal,1991
I'm Gonna Take My Time,Art|Hate,1997
Amaze,Solo|HeavyMetal,1997
 You're  Timeless To Me   Hairspray  ,Art|Classic|Romance|Rap-Comb,1997
In My Heart,Rock|Bass|Western,2004
Collides With Beauty,Love|Jazz|Classic,2004
Cien Anos,Documentary,1997
Dig Up Her Bones,Base|Classic|Bass|HeavyMetal,1997
A Little Of You,Folk|Classic,1986
Spoken Word   Ogdens' Nut Gone Flake   Spoken Word,Love|Base|Rap-Comb,1968
One Year_ Six Months,Solo,2003
Song For Stephin Merritt,Folk,1997
Cai dentro,Classic|Romance,1997
My Funny Valentine,Classic,1996
Mis calles de arena,Folk,1997
Kathleen's Song   Ray Lynch,Art|Hate|Folk,1984
Trows Kind,Love|Rock|Solo,2006
Change Clothes,Folk,2003
Ascendant,Jazz|Hate|Folk|Rock,2008
Smith & Wesson,Jazz|Classic|War,1997
Bring Out Your Dead,Love|Folk,2002
Vietnamese Baby,Jazz|Folk|Classic|Rock,1973
Angry Chair,Classic|Romance,1992
Nadal De Luintra,Classic|War,2000
Que Ves Por Tu Ventana,Classic,1997
Talking During Sex  LP Version ,Love|Folk|Base|Western,1997
The Modern Rome Burning,Folk|Classic,2008
Spawn  Again ,Love|Base|Classic|Solo,1997
Life is Love,Classic,1997
Prospection,Love|Folk|Base,1997
Neglected,Hate|Folk|Rock,1997
Chase The Light,Classic|War,2006
Intro  & Hello Young Lovers  Live   2000 Digital Remaster ,Solo|Bass|HeavyMetal,1997
Good Texan,Folk|Classic|Romance,1990
Dontchaletmecatchya,Folk|Documentary,1997
Soul of Ethiopia,Folk|Classic|Romance,2009
Louie Louie,Jazz|Folk|Base,1997
This Ain't A Love Song,Jazz|Hate|Folk,1995
A C A B   Bumper Sessions ,Base|Classic|HeavyMetal,1997
Tenderly,Solo|HeavyMetal,1997
Copacabana,Classic,1997
No Good In Goodbye,Base|Classic,2007
NOT IN LOVE,Classic,1997
Are You There  With Another Girl ,Love|Jazz|Classic|Romance,1967
The Stranger,Folk|Romance,2003
NanAPS,Love|Base|HeavyMetal,1962
Intro,Love|Rock|Rap-Comb|HeavyMetal,1997
Tappin' Out  LP Version ,Folk|Romance,1997
I Wanna Be Where You Are,Love|Classic|Rock|Solo|Bass|Rap-Comb|HeavyMetal,1972
Remember  Walkin' In the Sand ,Base|HeavyMetal,1964
Dirty Ol' Town,Folk|Romance,1997
Night on William Street,Love|Art|Hate|Rap-Comb,1997
Epilogue,Jazz|Hate|Folk,1997
Do Or Die,Classic|Romance,1997
Hey Jamalo   Def Mix  ,Love|Rap-Comb|HeavyMetal|IMAX,1997
Someday,Folk|Romance,1990
Earrings on the Table,Folk|Classic,1992
Imaginary Gangsters,Folk|Base|Classic,1997
Never After,Base|Classic|HeavyMetal,1997
PrA ?natalabhA ?rtung,Base|Classic,2004
Today,Hate|Folk|Rock,1997
Give It,Folk|Rock|Solo,1992
Vem_ Vem,Folk|Rock|Solo,1997
Radiation Blues,Folk|Rock|Solo|Rap-Comb,2007
Ai Hen Jian Dan,Base|Classic,1997
 We Don't Need This  Fascist Groove Thang  Rapino Club Mix ,Classic|Solo|HeavyMetal,2009
Would You Like,Jazz|Hate|Folk|Rock,2008
Vibrators,Documentary,2009
Quitxalla,Classic|Romance|HeavyMetal,2003
Tant Que L'on S'aimera,Love|Base|Bass,1997
Tamborera No  6,Classic,1997
Bad Girl,Documentary,1997
Das groAe Segel,Classic,1997
Help There's A Fire,Base|Classic|Bass,1983
Rock Guitar,Folk|Classic,1997
On Misty Pathways,Classic,1998
Take Your Chance,Classic,1997
Dumb It Down  Live From Chicago ,Solo|Rap-Comb|HeavyMetal,2007
